customerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,Churn,Contract
0531-ZZJWQ,18,55,4050.05,4,4,4,Champions,No,Month-to-month
0533-BNWKF,87,55,4711.2,1,4,5,At Risk,Yes,Month-to-month
0533-UCAAU,15,59,4171.19,4,4,4,Champions,No,One year
0536-ACXIP,23,72,8026.45,3,5,5,Needs Attention,No,Two year
0536-BGFMZ,16,29,590.45,4,3,2,Potential Loyalists,No,Month-to-month
0536-ESJEP,11,54,3976.7,5,4,4,Champions,No,Two year
0537-QYZZN,18,26,2086.61,4,3,3,Potential Loyalists,No,Month-to-month
0541-FITGH,13,2,119.91999999999999,4,1,1,Potential Loyalists,No,Month-to-month
0547-HURJB,20,11,234.59,3,2,1,Needs Attention,No,Month-to-month
0549-CYCQN,4,51,4098.47,5,4,4,Champions,No,One year
0550-DCXLH,10,12,883.45,5,2,2,Potential Loyalists,No,Month-to-month
0556-FJEGU,25,60,4182.79,3,4,4,Needs Attention,No,Two year
0557-ASKVU,19,20,1086.95,4,2,3,Potential Loyalists,No,One year
0559-CKHUS,18,28,544.51,4,3,2,Potential Loyalists,No,Two year
0562-FGDCR,9,73,5478.17,5,5,5,Champions,No,Two year
0562-HKHML,20,71,1711.7,3,5,3,Loyal Customers,No,Two year
0562-KBDVM,23,72,3233.02,3,5,4,Needs Attention,No,Two year
0564-JJHGS,161,10,944.0899999999999,1,2,2,Hibernating,Yes,Month-to-month
0564-MUUQK,20,21,2005.3,3,3,3,Loyal Customers,No,Month-to-month
0565-IYCGT,32,70,5492.46,2,5,5,At Risk,Yes,One year
0565-JUPYD,22,64,6751.37,3,5,5,Needs Attention,No,One year
0567-GGCAC,8,7,420.45,5,2,2,Potential Loyalists,No,Month-to-month
0567-XRHCU,19,69,3014.4,4,5,4,Champions,No,Two year
0568-ONFPC,74,6,156.82,1,1,1,Hibernating,Yes,Month-to-month
0570-BFQHT,18,11,875.92,4,2,2,Potential Loyalists,No,Month-to-month
0572-ZJKLT,30,47,4658.34,2,4,5,At Risk,No,Two year
0575-CUQOV,21,62,6148.88,3,5,5,Needs Attention,No,One year
0576-WNXXC,34,27,2581.27,2,3,4,At Risk,Yes,Month-to-month
0577-WHMEV,18,17,1530.87,4,2,3,Potential Loyalists,No,Month-to-month
0578-SKVMF,80,22,1859.54,1,3,3,At Risk,Yes,Month-to-month
0580-PIQHM,16,41,4157.02,4,4,4,Champions,No,One year
0581-BXBUB,21,3,214.56,3,1,1,Needs Attention,No,Month-to-month
0581-MDMPW,5,24,2139.48,5,3,4,Needs Attention,No,Month-to-month
0582-AVCLN,4,38,769.12,5,3,2,Potential Loyalists,No,Two year
0584-BJQGZ,20,26,2038.37,3,3,3,Loyal Customers,No,Month-to-month
0585-EGDDA,30,39,3154.39,2,3,4,At Risk,No,Month-to-month
0587-DMGBH,99,10,507.11,1,2,2,Hibernating,Yes,Month-to-month
0594-UFTUL,15,13,257.36,4,2,1,Potential Loyalists,No,Month-to-month
0595-ITUDF,15,64,5863.08,4,5,5,Champions,No,Month-to-month
0596-BQCEQ,75,63,6328.99,1,5,5,At Risk,Yes,Month-to-month
0599-XNYDO,27,20,1402.15,3,2,3,Needs Attention,No,Month-to-month
0601-WZHJF,92,16,739.99,1,2,2,Hibernating,Yes,Month-to-month
0602-DDUML,25,59,4146.32,3,4,4,Needs Attention,No,Two year
0603-OLQDC,13,12,831.5699999999999,4,2,2,Potential Loyalists,No,Month-to-month
0603-TPMIB,7,60,1525.08,5,4,3,Loyal Customers,No,Two year
0604-THJFP,26,61,4631.54,3,4,5,Needs Attention,No,Two year
0607-DAAHE,57,54,1066.36,2,4,3,At Risk,Yes,Two year
0607-MVMGC,10,47,3653.93,5,4,4,Champions,No,One year
0608-JDVEC,17,51,1000.1,4,4,3,Loyal Customers,No,Two year
0611-DFXKO,49,20,1811.47,2,2,3,Needs Attention,Yes,Month-to-month
0612-RTZZA,109,3,78.78,1,1,1,Hibernating,Yes,Month-to-month
0613-WUXUM,14,70,1338.0,4,5,3,Loyal Customers,No,Two year
0616-ATFGB,78,1,23.22,1,1,1,Hibernating,Yes,Month-to-month
0617-AQNWT,91,65,3108.1,1,5,4,At Risk,Yes,Two year
0617-FHSGK,80,49,3702.71,1,4,4,At Risk,Yes,Month-to-month
0618-XWMSS,155,27,2035.16,1,3,3,At Risk,Yes,Month-to-month
0619-OLYUR,13,73,8169.54,4,5,5,Champions,No,Two year
0620-DLSLK,6,15,1246.61,5,2,3,Potential Loyalists,No,Month-to-month
0620-XEFWH,26,3,54.41,3,1,1,Needs Attention,No,Month-to-month
0621-CXBKL,7,54,1000.77,5,4,3,Loyal Customers,No,Two year
0621-HJWXJ,30,64,5243.36,2,5,5,At Risk,No,Month-to-month
0621-JFHOL,22,11,319.19,3,2,2,Needs Attention,No,Two year
0621-TSSMU,23,55,1100.83,3,4,3,Loyal Customers,No,One year
0621-TWIEM,73,10,453.47,1,2,2,Hibernating,Yes,Month-to-month
0623-EJQEG,25,64,6009.15,3,5,5,Needs Attention,No,One year
0623-GDISB,35,3,142.28,2,1,1,Hibernating,No,Month-to-month
0623-IIHUG,130,20,826.9300000000001,1,2,2,Hibernating,Yes,Month-to-month
0625-AFOHS,3,31,621.46,5,3,2,Potential Loyalists,No,Two year
0626-QXNGV,6,73,1746.76,5,5,3,Loyal Customers,No,Two year
0628-CNQRM,46,21,1412.85,2,3,3,At Risk,Yes,One year
0634-SZPQA,96,25,2239.87,1,3,4,At Risk,Yes,Month-to-month
0635-WKOLD,15,42,2977.96,4,4,4,Champions,No,One year
0637-KVDLV,161,4,307.0,1,1,2,Hibernating,Yes,Month-to-month
0637-UBJRP,141,15,1268.23,1,2,3,Needs Attention,Yes,Month-to-month
0637-YLETY,172,17,1625.04,1,2,3,Needs Attention,Yes,Month-to-month
0639-TSIQW,90,68,7003.2699999999995,1,5,5,At Risk,Yes,Month-to-month
0640-YJTPY,11,74,1557.97,5,5,3,Loyal Customers,No,Two year
0641-EVBOJ,23,2,160.35000000000002,3,1,1,Needs Attention,No,Month-to-month
0643-OKLRP,112,49,3929.52,1,4,4,At Risk,Yes,Month-to-month
0644-OQMDK,30,6,415.65999999999997,2,1,2,Hibernating,No,Month-to-month
0650-BWOZN,26,19,1415.26,3,2,3,Needs Attention,No,Month-to-month
0654-HMSHN,139,20,2073.67,1,2,3,Needs Attention,Yes,Month-to-month
0654-PQKDW,6,64,4587.12,5,5,5,Champions,No,One year
0655-RBDUG,95,9,869.27,1,2,2,Hibernating,Yes,Month-to-month
0655-YDGFJ,12,30,1475.63,4,3,3,Potential Loyalists,No,Month-to-month
0657-DOGUM,22,49,2939.58,3,4,4,Needs Attention,No,One year
0661-KBKPA,27,54,4259.08,3,4,4,Needs Attention,No,One year
0661-KQHNK,29,6,115.55,2,1,1,Hibernating,No,One year
0661-WCQNQ,7,23,1283.56,5,3,3,Potential Loyalists,No,One year
0661-XEYAN,72,3,74.51,1,1,1,Hibernating,Yes,Month-to-month
0665-XHDJU,29,72,7208.64,2,5,5,At Risk,No,Two year
0666-UXTJO,21,34,2888.58,3,3,4,Needs Attention,No,Month-to-month
0667-NSRGI,20,49,3366.5,3,4,4,Needs Attention,No,One year
0668-OGMHD,16,21,594.81,4,3,2,Potential Loyalists,No,Month-to-month
0670-ANMUU,28,73,7188.6,2,5,5,At Risk,No,One year
0670-KDOMA,15,3,62.06,4,1,1,Potential Loyalists,No,Month-to-month
0673-IGUQO,9,3,62.510000000000005,5,1,1,Potential Loyalists,No,Month-to-month
0674-DGMAQ,23,34,3204.95,3,3,4,Needs Attention,No,Month-to-month
0674-EYYZV,14,3,153.57999999999998,4,1,1,Potential Loyalists,No,Month-to-month
0674-GCDXG,31,63,4565.35,2,5,5,At Risk,No,Two year
0675-NCDYU,14,72,8446.99,4,5,5,Champions,No,Two year
0678-RLHVP,25,52,5491.38,3,4,5,Needs Attention,No,Two year
0679-IDSTG,73,1,67.09,1,1,1,Hibernating,Yes,Month-to-month
0679-TDGAK,19,51,3834.35,4,4,4,Champions,No,One year
0680-DFNNY,145,17,1696.83,1,2,3,Needs Attention,Yes,Month-to-month
0682-USIXD,16,23,1986.98,4,3,3,Potential Loyalists,No,Month-to-month
0684-AOSIH,146,1,96.83,1,1,1,Hibernating,Yes,Month-to-month
0685-MLYYM,140,2,137.61,1,1,1,Hibernating,Yes,Month-to-month
0687-ZVTHB,55,67,4847.51,2,5,5,At Risk,Yes,One year
0689-DSXGL,17,54,4657.36,4,4,5,Champions,No,Month-to-month
0689-NKYLF,51,13,1077.56,2,2,3,Needs Attention,Yes,Month-to-month
0690-SRQID,14,4,79.44,4,1,1,Potential Loyalists,No,Month-to-month
0691-IFBQW,131,47,5180.95,1,4,5,At Risk,Yes,One year
0691-JVSYA,119,52,4930.75,1,4,5,At Risk,Yes,One year
0691-NIKRI,21,41,4346.88,3,4,4,Needs Attention,No,One year
0696-UKTOX,8,23,1266.43,5,3,3,Potential Loyalists,No,Month-to-month
0697-ZMSWS,135,6,516.19,1,1,2,Hibernating,Yes,Month-to-month
0699-NDKJM,11,58,3370.47,5,4,4,Champions,No,Month-to-month
0701-RFGFI,27,51,4879.46,3,4,5,Needs Attention,No,Month-to-month
0701-TJSEF,9,8,558.6,5,2,2,Potential Loyalists,No,Month-to-month
0702-PGIBZ,114,4,392.38,1,1,2,Hibernating,Yes,Month-to-month
0704-VCUMB,7,62,1260.64,5,5,3,Loyal Customers,No,Two year
0707-HOVVN,35,71,5348.16,2,5,5,At Risk,No,Two year
0708-LGSMF,29,12,788.41,2,2,2,Hibernating,No,Month-to-month
0708-SJDIS,21,34,2189.88,3,3,4,Needs Attention,No,Month-to-month
0709-TVGUR,104,10,758.57,1,2,2,Hibernating,Yes,Month-to-month
0716-BQNDX,22,58,5423.38,3,4,5,Needs Attention,No,Two year
0719-SYFRB,158,13,798.46,1,2,2,Hibernating,Yes,Month-to-month
0722-SVSFK,30,6,599.81,2,1,2,Hibernating,No,Month-to-month
0722-TROQR,168,6,447.31,1,1,2,Hibernating,Yes,Month-to-month
0723-DRCLG,163,1,75.08,1,1,1,Hibernating,Yes,Month-to-month
0723-FDLAY,6,46,3928.26,5,4,4,Champions,No,One year
0723-VSOBE,9,46,1567.45,5,4,3,Loyal Customers,No,One year
0725-CXOTM,29,36,3267.19,2,3,4,At Risk,No,One year
0727-BMPLR,102,56,5631.09,1,4,5,At Risk,Yes,One year
0727-BNRLG,14,69,6720.47,4,5,5,Champions,No,Two year
0727-IWKVK,151,8,632.81,1,2,2,Hibernating,Yes,Month-to-month
0730-BGQGF,24,70,6361.79,3,5,5,Needs Attention,No,Two year
0730-KOAVE,12,30,2840.87,4,3,4,Needs Attention,No,Month-to-month
0731-EBJQB,22,51,1037.52,3,4,3,Loyal Customers,No,One year
0732-OCQOC,26,53,1320.66,3,4,3,Loyal Customers,No,Two year
0733-VUNUW,96,24,1323.52,1,3,3,At Risk,Yes,Month-to-month
0734-OXWBT,17,5,349.2,4,1,2,Potential Loyalists,No,Month-to-month
0739-UUAJR,15,73,3893.89,4,5,4,Champions,No,Two year
0742-LAFQK,29,71,7013.84,2,5,5,At Risk,No,Two year
0742-MOABM,132,3,146.87,1,1,1,Hibernating,Yes,Month-to-month
0742-NXBGR,177,1,77.89,1,1,1,Hibernating,Yes,Month-to-month
0743-HNPFG,30,52,3676.4,2,4,4,At Risk,No,One year
0743-HRVFF,31,50,2783.55,2,4,4,At Risk,No,One year
0744-BIKKF,15,73,6297.89,4,5,5,Champions,No,Two year
0744-GKNGE,6,66,5738.73,5,5,5,Champions,No,Month-to-month
0746-JTRFU,139,2,50.78,1,1,1,Hibernating,Yes,Month-to-month
0748-RDGGM,171,71,7812.92,1,5,5,At Risk,Yes,One year
0749-IRGQE,26,14,632.04,3,2,2,Needs Attention,No,Month-to-month
0750-EBAIU,28,54,4906.0,2,4,5,At Risk,No,One year
0750-EKNGL,20,9,185.0,3,2,1,Needs Attention,No,Month-to-month
0754-EEBDC,24,5,98.94,3,1,1,Needs Attention,No,Two year
0754-UKWQP,42,1,90.72,2,1,1,Hibernating,Yes,Month-to-month
0756-MPZRL,22,45,1498.17,3,4,3,Loyal Customers,No,One year
0757-WCUUZ,16,54,3419.13,4,4,4,Champions,No,Two year
0761-AETCS,44,3,55.260000000000005,2,1,1,Hibernating,Yes,Month-to-month
0769-MURVM,14,74,4858.53,4,5,5,Champions,No,Two year
0771-CHWSK,30,68,5064.57,2,5,5,At Risk,No,Two year
0771-WLCLA,14,18,2066.52,4,2,3,Potential Loyalists,No,Month-to-month
0772-GYEQQ,104,3,249.82999999999998,1,1,1,Hibernating,Yes,Month-to-month
0774-IFUVM,20,12,774.27,3,2,2,Needs Attention,No,Month-to-month
0774-RMNUW,30,73,4366.07,2,5,4,At Risk,No,Two year
0778-NELLA,177,8,282.28999999999996,1,2,1,Hibernating,Yes,Month-to-month
0780-XNZFN,21,56,1151.48,3,4,3,Loyal Customers,No,Two year
0781-LKXBR,98,8,793.64,1,2,2,Hibernating,Yes,Month-to-month
0784-GTUUK,28,64,1511.58,2,5,3,At Risk,No,One year
0784-ZQJZX,31,71,1413.16,2,5,3,At Risk,No,Two year
0786-IVLAW,26,68,7370.63,3,5,5,Needs Attention,No,One year
0786-VSSUD,43,18,703.52,2,2,2,Hibernating,Yes,Month-to-month
0787-LHDYT,12,18,370.66,4,2,2,Potential Loyalists,No,Month-to-month
0788-DXBFY,23,59,1148.36,3,4,3,Loyal Customers,No,One year
0793-TWELN,25,3,232.89999999999998,3,1,1,Needs Attention,No,Month-to-month
0794-YVSGE,12,73,1490.95,4,5,3,Loyal Customers,No,Two year
0795-GMVQO,10,67,7369.34,5,5,5,Champions,No,One year
0795-LAFGP,14,71,6330.61,4,5,5,Champions,No,Two year
0795-XCCTE,30,71,1796.2,2,5,3,At Risk,No,Two year
0799-DDIHE,16,15,703.57,4,2,2,Potential Loyalists,No,Month-to-month
0804-XBFBV,16,10,248.83,4,2,1,Potential Loyalists,No,Month-to-month
0804-YGEQV,21,43,1053.47,3,4,3,Loyal Customers,No,One year
0807-ZABDG,70,4,224.3,1,1,1,Hibernating,Yes,Month-to-month
0810-BDHAW,22,23,1809.57,3,3,3,Loyal Customers,No,One year
0810-DHDBD,28,52,3828.75,2,4,4,At Risk,No,One year
0811-GSDTP,20,14,418.52,3,2,2,Needs Attention,No,Month-to-month
0812-WUPTB,70,1,66.19,1,1,1,Hibernating,Yes,Month-to-month
0813-TAXXS,11,56,4389.73,5,4,4,Champions,No,Two year
0815-MFZGM,17,42,4137.22,4,4,4,Champions,No,Two year
0816-TSPHQ,8,2,41.3,5,1,1,Potential Loyalists,No,Month-to-month
0817-HSUSE,19,3,223.64999999999998,4,1,1,Potential Loyalists,No,Month-to-month
0818-OCPZO,116,26,2085.23,1,3,3,At Risk,Yes,Month-to-month
0820-FNRNX,15,18,1199.1299999999999,4,2,3,Potential Loyalists,No,Month-to-month
0822-GAVAP,138,1,35.3,1,1,1,Hibernating,Yes,Month-to-month
0822-QGCXA,21,26,2187.61,3,3,4,Needs Attention,No,Month-to-month
0823-HSCDJ,135,53,2637.12,1,4,4,At Risk,Yes,Month-to-month
0824-VWDPO,18,47,4531.24,4,4,5,Champions,No,One year
0825-CPPQH,16,70,1338.1,4,5,3,Loyal Customers,No,Two year
0827-ITJPH,25,35,650.68,3,3,2,Loyal Customers,No,Two year
0829-DDVLK,34,17,336.39,2,2,2,Hibernating,No,One year
0829-XXPLX,22,21,1887.31,3,3,3,Loyal Customers,No,Month-to-month
0831-JNISG,18,70,1397.39,4,5,3,Loyal Customers,No,Two year
0835-DUUIQ,14,23,491.29,4,3,2,Potential Loyalists,No,One year
0835-JKADZ,16,70,7839.36,4,5,5,Champions,No,Two year
0836-SEYLU,98,10,399.74,1,2,2,Hibernating,Yes,Month-to-month
0839-JTCUD,19,65,5814.96,4,5,5,Champions,No,Two year
0839-QNXME,15,31,602.95,4,3,2,Potential Loyalists,No,Two year
0840-DCNZE,16,49,4242.56,4,4,4,Champions,No,One year
0840-DFEZH,11,7,522.92,5,2,2,Potential Loyalists,No,Month-to-month
0841-NULXI,34,2,69.75999999999999,2,1,1,Hibernating,Yes,Month-to-month
0842-IWYCP,10,45,2016.84,5,4,3,Loyal Customers,No,Month-to-month
0843-WTBXE,77,53,4513.68,1,4,5,At Risk,Yes,Month-to-month
0847-HGRML,30,62,1237.33,2,5,3,At Risk,No,Two year
0848-SOMKO,23,71,3446.15,3,5,4,Needs Attention,No,Two year
0848-ZGQIJ,19,18,1694.74,4,2,3,Potential Loyalists,No,Month-to-month
0851-DFJKB,23,14,821.58,3,2,2,Needs Attention,No,Month-to-month
0853-NWIFK,5,44,4416.7,5,4,4,Champions,No,One year
0853-TWRVK,10,73,7734.97,5,5,5,Champions,No,Two year
0854-UYHZD,34,12,236.97,2,2,1,Hibernating,No,Two year
0856-NAOES,9,7,423.43,5,2,2,Potential Loyalists,No,Month-to-month
0859-YGKFW,6,20,399.21999999999997,5,2,2,Potential Loyalists,No,One year
0862-PRCBS,20,70,7304.77,3,5,5,Needs Attention,No,Two year
0864-FVJNJ,23,65,7348.85,3,5,5,Needs Attention,No,One year
0866-QLSIR,111,36,2309.18,1,3,4,At Risk,Yes,One year
0867-LDTTC,16,5,374.11,4,1,2,Potential Loyalists,No,Month-to-month
0867-MKZVY,79,22,1844.15,1,3,3,At Risk,Yes,Month-to-month
0868-VJRDR,11,64,6682.63,5,5,5,Champions,No,Two year
0869-PAPRP,29,27,2317.48,2,3,4,At Risk,No,Month-to-month
0870-VEMYL,63,5,273.59000000000003,2,1,1,Hibernating,Yes,Month-to-month
0871-OPBXW,29,4,78.81,2,1,1,Hibernating,No,Month-to-month
0871-URUWO,64,12,1218.54,2,2,3,Needs Attention,Yes,Month-to-month
0872-CASZJ,7,58,3951.32,5,4,4,Champions,No,One year
0872-JCPIB,16,16,1053.5,4,2,3,Potential Loyalists,No,Month-to-month
0872-NXJYS,49,9,717.8299999999999,2,2,2,Hibernating,Yes,Month-to-month
0875-CABNR,148,11,917.12,1,2,2,Hibernating,Yes,Month-to-month
0876-WDUUZ,127,6,512.3,1,1,2,Hibernating,Yes,Month-to-month
0877-SDMBN,40,54,5559.68,2,4,5,At Risk,Yes,One year
0880-FVFWF,29,55,4814.07,2,4,5,At Risk,No,Month-to-month
0880-TKATG,55,3,295.67,2,1,1,Hibernating,Yes,Month-to-month
0883-EIBTI,89,3,57.41,1,1,1,Hibernating,Yes,Month-to-month
0885-HMGPY,11,62,4379.9,5,5,4,Champions,No,Two year
0886-QGENL,124,27,2691.92,1,3,4,At Risk,Yes,Month-to-month
0887-HJGAR,102,1,45.54,1,1,1,Hibernating,Yes,Month-to-month
0887-WBJVH,10,54,5012.1,5,4,5,Champions,No,One year
0895-DQHEW,55,54,5591.37,2,4,5,At Risk,Yes,Month-to-month
0895-LMRSF,15,23,1456.58,4,3,3,Potential Loyalists,No,One year
0895-LNKRC,17,5,101.12,4,1,1,Potential Loyalists,No,One year
0895-UADGO,12,10,436.68,4,2,2,Potential Loyalists,No,Two year
0897-FEGMU,56,12,1209.5,2,2,3,Needs Attention,Yes,Month-to-month
0898-XCGTF,5,60,5743.06,5,4,5,Champions,No,One year
0899-LIIBW,27,35,3542.23,3,3,4,Needs Attention,No,Month-to-month
0899-WZRSD,26,56,5903.89,3,4,5,Needs Attention,No,Month-to-month
0902-RFHOF,19,38,755.54,4,3,2,Potential Loyalists,No,One year
0902-XKXPN,8,71,1452.48,5,5,3,Loyal Customers,No,Two year
0906-QVPMS,18,74,8563.11,4,5,5,Champions,No,Two year
0907-HQNTS,10,71,8016.45,5,5,5,Champions,No,Two year
0909-SDHNU,19,8,241.38,4,2,1,Potential Loyalists,No,Month-to-month
0909-SELIE,23,60,4844.7699999999995,3,4,5,Needs Attention,No,Two year
0913-XWSCN,29,55,4707.93,2,4,5,At Risk,No,Month-to-month
0916-KNFAJ,35,63,4390.98,2,5,4,At Risk,No,Two year
0916-QOFDP,14,13,1261.24,4,2,3,Potential Loyalists,No,Month-to-month
0917-EZOLA,35,72,7500.12,2,5,5,At Risk,Yes,Two year
0921-OHLVP,31,22,1862.18,2,3,3,At Risk,No,Month-to-month
0923-PNFUB,147,2,167.67000000000002,1,1,1,Hibernating,Yes,Month-to-month
0924-BJCRC,5,62,5513.41,5,5,5,Champions,No,Month-to-month
0925-VYDLG,79,4,292.68,1,1,1,Hibernating,Yes,Month-to-month
0927-CNGRH,19,3,59.730000000000004,4,1,1,Potential Loyalists,No,Month-to-month
0927-LCSMG,90,6,436.64,1,1,2,Hibernating,Yes,Month-to-month
0928-JMXNP,29,4,116.33,2,1,1,Hibernating,No,Month-to-month
0928-XUTSN,25,14,1091.0,3,2,3,Needs Attention,No,Month-to-month
0929-HYQEW,28,5,259.89,2,1,1,Hibernating,No,Month-to-month
0929-PECLO,6,65,5771.27,5,5,5,Champions,No,Month-to-month
0930-EHUZA,18,38,2923.71,4,3,4,Needs Attention,No,One year
0931-MHTEM,33,55,5492.35,2,4,5,At Risk,No,One year
0932-YIXYU,22,48,966.27,3,4,2,Loyal Customers,No,Two year
0936-NQLJU,15,42,863.34,4,4,2,Loyal Customers,No,Two year
0939-EREMR,7,14,752.84,5,2,2,Potential Loyalists,No,Month-to-month
0939-YAPAF,33,37,3705.4900000000002,2,3,4,At Risk,Yes,Month-to-month
0940-OUQEC,131,12,926.46,1,2,2,Hibernating,Yes,Month-to-month
0942-KOWSM,5,30,2429.04,5,3,4,Needs Attention,No,Two year
0943-ZQPXH,29,45,4165.06,2,4,4,At Risk,No,Month-to-month
0945-TSONX,20,48,4116.79,3,4,4,Needs Attention,No,Two year
0946-CLJTI,110,57,5615.99,1,4,5,At Risk,Yes,Month-to-month
0946-FKYTX,10,51,1544.28,5,4,3,Loyal Customers,No,One year
0947-IDHRQ,159,6,490.28999999999996,1,1,2,Hibernating,Yes,Month-to-month
0947-MUGVO,144,20,1474.19,1,2,3,Needs Attention,Yes,Month-to-month
0952-KMEEH,45,13,1318.5,2,2,3,Needs Attention,Yes,Month-to-month
0953-LGOVU,17,12,429.58,4,2,2,Potential Loyalists,No,Month-to-month
0956-ACVZC,16,54,5075.47,4,4,5,Champions,No,One year
0956-SYCWG,27,15,292.1,3,2,1,Needs Attention,No,One year
0958-YHXGP,20,9,628.47,3,2,2,Needs Attention,No,Month-to-month
0959-WHOKV,30,44,4363.05,2,4,4,At Risk,No,One year
0960-HUWBM,25,66,6888.14,3,5,5,Needs Attention,No,Two year
0961-ZWLVI,31,51,5566.2,2,4,5,At Risk,No,One year
0962-CQPWQ,33,61,1236.01,2,4,3,At Risk,No,Two year
0963-ZBDRN,93,34,3305.63,1,3,4,At Risk,Yes,Month-to-month
0967-BMLBD,27,12,237.43,3,2,1,Needs Attention,No,One year
0968-GSIKN,141,2,141.99,1,1,1,Hibernating,Yes,Month-to-month
0969-RGKCU,24,39,784.36,3,3,2,Loyal Customers,No,One year
0970-ETWGE,123,1,86.61,1,1,1,Hibernating,Yes,Month-to-month
0970-QXPXW,19,1,18.42,4,1,1,Potential Loyalists,No,Month-to-month
0971-QIFJK,6,70,1685.61,5,5,3,Loyal Customers,No,Two year
0973-KYVNF,6,72,5055.57,5,5,5,Champions,No,Two year
0975-UYDTX,10,28,2561.01,5,3,4,Needs Attention,No,One year
0975-VOOVL,24,2,59.52,3,1,1,Needs Attention,No,Month-to-month
0979-MOZQI,14,62,2401.62,4,5,4,Champions,No,Two year
0979-PHULV,53,71,7091.59,2,5,5,At Risk,Yes,Month-to-month
0980-FEXWF,28,28,1408.03,2,3,3,At Risk,No,One year
0980-PVMRC,8,40,2012.5,5,3,3,Potential Loyalists,No,Month-to-month
0983-TATYJ,18,32,1644.38,4,3,3,Potential Loyalists,No,One year
0988-AADSA,22,73,5891.64,3,5,5,Needs Attention,No,Two year
0988-JRWWP,8,3,165.95999999999998,5,1,1,Potential Loyalists,No,Month-to-month
0991-BRRFB,132,17,847.35,1,2,2,Hibernating,Yes,Month-to-month
0993-OSGPT,26,68,4107.17,3,5,4,Needs Attention,No,One year
0997-YTLNY,2,18,873.86,5,2,2,Potential Loyalists,No,Month-to-month
0999-QXNSA,7,7,322.43,5,2,2,Potential Loyalists,No,Month-to-month
1000-AJSLD,72,1,21.53,1,1,1,Hibernating,Yes,Month-to-month
1004-NOZNR,15,55,5215.7,4,4,5,Champions,No,One year
1009-IRMNA,125,8,159.34,1,2,1,Hibernating,Yes,Month-to-month
1010-DIAUQ,140,6,590.6,1,1,2,Hibernating,Yes,Month-to-month
1013-QCWAM,15,68,6948.3,4,5,5,Champions,No,Month-to-month
1015-JPFYW,27,6,117.58,3,1,1,Needs Attention,No,One year
1015-OWJKI,12,2,38.89,4,1,1,Potential Loyalists,No,Month-to-month
1016-DJTSV,29,7,477.43,2,2,2,Hibernating,No,Month-to-month
1017-FBQMM,29,62,6612.74,2,5,5,At Risk,No,One year
1020-JPQOW,8,58,5235.36,5,4,5,Champions,No,Month-to-month
1022-RKXDR,26,40,1003.6,3,3,3,Loyal Customers,No,One year
1023-BQXZE,26,56,4114.95,3,4,4,Needs Attention,No,Two year
1024-GUALD,114,3,74.57,1,1,1,Hibernating,Yes,Month-to-month
1024-KPRBB,29,37,3307.44,2,3,4,At Risk,No,One year
1024-VRZHF,35,13,974.95,2,2,3,Needs Attention,Yes,Month-to-month
1025-FALIX,14,26,1808.09,4,3,3,Potential Loyalists,No,Month-to-month
1027-LKKQQ,14,73,5856.22,4,5,5,Champions,No,Two year
1028-FFNJK,14,32,3264.9,4,3,4,Needs Attention,No,Month-to-month
1029-QFBEN,136,1,19.35,1,1,1,Hibernating,Yes,Month-to-month
1031-IIDEO,176,2,148.42000000000002,1,1,1,Hibernating,Yes,Month-to-month
1032-MAELW,22,70,5471.0199999999995,3,5,5,Needs Attention,No,One year
1035-IPQPU,26,62,6356.38,3,5,5,Needs Attention,No,Month-to-month
1036-GUDCL,28,62,4911.41,2,5,5,At Risk,No,Month-to-month
1038-RQOST,10,20,409.03999999999996,5,2,2,Potential Loyalists,No,Month-to-month
1038-ZAGBI,167,14,279.52,1,2,1,Hibernating,Yes,One year
1041-RXHRA,93,40,2792.93,1,3,4,At Risk,Yes,Month-to-month
1042-HFUCW,15,24,1297.84,4,3,3,Potential Loyalists,No,One year
1043-UXOVO,15,73,8286.86,4,5,5,Champions,No,Two year
1043-YCUTE,60,56,1414.14,2,4,3,At Risk,Yes,Two year
1045-LTCYT,5,7,145.29,5,2,1,Potential Loyalists,No,Month-to-month
1047-NNCBF,21,21,1476.94,3,3,3,Loyal Customers,No,Month-to-month
1047-RNXZV,21,44,854.4,3,4,2,Loyal Customers,No,Two year
1049-FYSYG,26,18,650.15,3,2,2,Needs Attention,No,Month-to-month
1051-EQPZR,13,45,878.4,4,4,2,Loyal Customers,No,Month-to-month
1051-GEJLJ,34,4,77.25999999999999,2,1,1,Hibernating,No,Month-to-month
1052-QJIBV,6,71,1410.11,5,5,3,Loyal Customers,No,Two year
1053-MXTTK,24,72,7776.3,3,5,5,Needs Attention,No,Two year
1057-FOGLZ,32,18,353.76,2,2,2,Hibernating,No,Month-to-month
1060-ENTOF,9,66,6944.07,5,5,5,Champions,No,One year
1061-PNTHC,24,55,5964.45,3,4,5,Needs Attention,No,Month-to-month
1062-LHZOD,44,3,207.5,2,1,1,Hibernating,Yes,Month-to-month
1063-DHQJF,23,68,6265.86,3,5,5,Needs Attention,No,Two year
1064-FBXNK,15,3,58.519999999999996,4,1,1,Potential Loyalists,No,One year
1066-JKSGK,38,1,20.11,2,1,1,Hibernating,Yes,Month-to-month
1069-QJOEE,20,24,475.38,3,3,2,Loyal Customers,No,One year
